umap_1,umap_2,OmiqFilter
7.3825,0.31994,CD4/Tem
-4.6951,5.4291,Non-Plasmablasts
3.3568,-8.039,CD8/Temra
-11.073,-4.8381,Neutrophils
3.887,-11.265,CD8/Tnaive/Tn
5.6645,-6.9863,CD8/Tem
-6.706,7.5706,Non-Plasmablasts
-5.8055,7.3502,Non-Plasmablasts
-8.4917,5.9362,Non-Plasmablasts
-6.5556,3.7058,Non-Plasmablasts
5.2019,1.5592,CD4/Tcm
-10.812,-5.3245,Neutrophils
-7.9622,3.366,Non-Plasmablasts
-8.6852,4.7017,Non-Plasmablasts
-2.8837,-9.3517,NK cells
-8.2514,6.0257,Non-Plasmablasts
4.7076,2.5275,CD4/Tcm
4.1959,2.6037,CD4/Tcm
3.4352,-6.9795,CD8/Tem
6.6374,1.6338,CD4/Tem
4.5104,-7.2517,CD8/Tem
-6.7258,6.9134,Non-Plasmablasts
-8.9171,6.3555,Non-Plasmablasts
7.4841,0.62002,CD4/Tcm
-2.2212,1.2887,Plasmablasts
8.6147,1.4782,CD4/Tem
-9.5478,-6.2529,Neutrophils
-6.4995,5.5051,Non-Plasmablasts
-5.128,-2.771,Monocytes
-6.8245,6.0729,Non-Plasmablasts
-3.3023,-8.513,NK cells
-8.0861,6.6153,Non-Plasmablasts
2.2918,-6.7978,CD8/Tem
2.6884,-4.9692,CD8/Tnaive/Tn
-10.065,-5.3637,Neutrophils
4.6732,-7.5041,CD8/Tem
-4.4083,-1.3344,Monocytes
-3.7422,-5.806,NK cells
3.3595,-9.3765,Immature granulocytes
-4.7644,-1.459,Monocytes
5.6644,8.4732,CD4/Tnaive/Tn
4.3888,2.3275,CD4/Tcm
-7.0547,6.3069,Non-Plasmablasts
-6.4944,6.7801,Non-Plasmablasts
3.7176,-7.7599,CD8/Tem
7.3267,2.5592,CD4/Tcm
-10.38,-6.1974,Neutrophils
4.9429,1.1493,CD4/Tem
4.6006,-7.7664,CD8/Tem
5.0282,-7.3749,CD8/Tem
-6.6198,4.8341,Non-Plasmablasts
-4.418,3.6216,Non-Plasmablasts
9.1296,1.1949,CD4/Tem
-8.1629,5.6282,Non-Plasmablasts
-4.9553,-8.2963,NK cells
1.6482,-6.5677,CD8/Temra
-6.7635,0.81386,Non-Plasmablasts
5.855,2.1495,CD4/Tcm
-6.6824,3.4848,Non-Plasmablasts
-4.4196,6.7639,Non-Plasmablasts
-6.9966,8.3422,Non-Plasmablasts
-2.3554,-8.6784,NK cells
4.3226,3.7938,CD4/Tcm
3.9072,-9.5585,CD8/Temra
-3.3533,-5.8664,NK cells
-6.0597,7.2299,Non-Plasmablasts
-7.96,6.1239,Non-Plasmablasts
-2.2643,1.7712,Plasmablasts
-8.568,6.6108,Non-Plasmablasts
-6.4509,4.6967,Non-Plasmablasts
2.7824,-12.021,CD8/Tnaive/Tn
-4.5959,-8.7706,NK cells
-3.2955,-6.2062,NK cells
-4.4526,7.6263,Non-Plasmablasts
-2.5112,-8.5091,NK cells
-4.5177,6.5607,DCs
-3.2374,-8.2319,NK cells
-7.4353,4.4678,Non-Plasmablasts
3.3185,-12.958,CD8/Tnaive/Tn
-2.4443,-8.6337,NK cells
2.7936,-12.549,CD8/Tnaive/Tn
-10.077,-5.9415,Neutrophils
-11.257,-4.312,Neutrophils
-5.3753,5.7607,Non-Plasmablasts
6.9393,8.0317,CD4/Tnaive/Tn
-3.8954,-8.6019,NK cells
-7.1064,5.2607,Non-Plasmablasts
-5.0947,6.4985,Non-Plasmablasts
2.1184,-7.8484,CD8/Temra
-1.8175,0.29578,Plasmablasts
-8.6268,3.4437,Non-Plasmablasts
-10.745,-6.1922,Neutrophils
-4.5021,-8.1389,NK cells
-5.2643,4.3549,Non-Plasmablasts
4.2079,-6.8648,CD8/Tem
2.731,-8.5871,CD8/Tem
-3.164,-5.8886,NK cells
6.7468,2.3863,CD4/Tcm
-7.1258,3.4985,Non-Plasmablasts
5.0456,0.35907,CD4/Tem
-7.8569,6.9215,Non-Plasmablasts
9.1468,4.5721,CD4/Tcm
-4.8502,8.3491,Non-Plasmablasts
3.9823,-7.2303,CD8/Tem
-7.7408,3.5746,Non-Plasmablasts
-10.731,-3.4958,Neutrophils
8.5689,4.1349,CD4/Tem
-3.8142,-5.5928,NK cells
-3.874,-8.0334,NK cells
-9.1541,-6.2328,Neutrophils
2.0505,-7.6407,CD8/Temra
4.1512,3.6919,CD4/Tcm
-5.1477,4.349,Non-Plasmablasts
2.1666,-7.8876,CD8/Temra
-6.4588,6.1095,Non-Plasmablasts
2.3853,-8.4841,CD8/Tnaive/Tn-like
-5.99,4.9957,Non-Plasmablasts
-5.3713,-2.2205,Monocytes
-7.4088,4.4601,Non-Plasmablasts
-4.0154,-7.6215,NK cells
-1.807,1.3997,DCs
-7.9357,7.1029,Non-Plasmablasts
3.8455,3.4142,CD4/Tcm
2.7475,-12.504,CD8/Tnaive/Tn
-7.8999,5.8574,Non-Plasmablasts
-1.9045,1.6424,Plasmablasts
-2.5218,0.79791,Plasmablasts
-6.9734,4.5012,Non-Plasmablasts
-8.3961,6.3779,Non-Plasmablasts
-6.311,2.6966,Non-Plasmablasts
-0.92886,1.0741,Plasmablasts
5.1246,4.8357,CD4/Tcm
-6.134,3.6948,Non-Plasmablasts
-4.6837,7.0578,Non-Plasmablasts
-4.9406,-8.2464,NK cells
-10.663,-3.9805,Neutrophils
-8.1506,7.261,Non-Plasmablasts
-7.7826,2.2696,Non-Plasmablasts
-2.5994,-7.1645,Immature granulocytes
-9.8989,-5.3636,Neutrophils
-7.1345,1.639,Non-Plasmablasts
2.319,-8.0035,CD8/Temra
-8.4241,3.4819,Non-Plasmablasts
-3.8089,-9.1561,NK cells
-8.2573,2.8804,Non-Plasmablasts
-7.4322,3.0086,Non-Plasmablasts
-3.4043,-1.9023,Monocytes
1.5835,-6.4605,CD8/Tem
5.1897,-0.071326,CD4/Tem
-2.6545,-9.205,NK cells
-7.9453,4.9963,Non-Plasmablasts
-3.78,-7.3525,NK cells
1.588,-6.6457,CD8/Tem
4.7774,-7.0714,CD8/Tem
2.6963,-4.6788,ILCs
-4.6449,-2.352,Monocytes
-7.1533,3.8444,Non-Plasmablasts
-2.9108,-5.8451,NK cells
3.8275,0.17259,CD4/Tem
4.1205,0.34682,CD4/Tem
-5.8676,4.944,Non-Plasmablasts
4.5321,-7.168,CD8/Tem
-4.6667,-2.3366,Monocytes
3.651,-11.457,CD8/Tnaive/Tn
-8.5662,7.1549,Non-Plasmablasts
2.5883,-10.982,CD8/Tnaive/Tn
-1.4488,-5.3075,NK cells
-1.1844,1.5298,Plasmablasts
-3.9672,-2.0018,CD8/Tnaive/Tn
4.4323,-8.3507,CD8/Tem
2.4275,-7.9831,CD8/Temra
5.4398,0.69162,CD4/Tem
4.0752,0.45962,CD4/Tem
-3.9107,-9.484,NK cells
6.5519,1.5284,CD4/Tcm
-7.2946,1.4492,Non-Plasmablasts
-3.3578,-8.3411,NK cells
7.0038,0.94032,CD4/Tcm
-6.9023,4.123,Non-Plasmablasts
-6.2533,5.2098,Non-Plasmablasts
-4.1041,-7.881,NK cells
2.4109,-10.637,CD8/Tnaive/Tn
-6.5508,6.7019,Non-Plasmablasts
-2.0221,2.1822,Plasmablasts
-4.7659,5.7923,Non-Plasmablasts
-10.626,-5.7598,Neutrophils
2.011,-6.7633,CD8/Temra
-4.656,5.8766,Non-Plasmablasts
-9.2225,-6.3892,Neutrophils
-9.5791,-6.3154,Neutrophils
-7.0524,4.9659,Non-Plasmablasts
-2.4313,-8.4454,NK cells
-4.2854,-9.3712,NK cells
-4.6563,7.1238,Non-Plasmablasts
-5.4376,4.2502,Non-Plasmablasts
-2.8538,-8.855,NK cells
4.4664,3.3782,CD4/Tcm
5.4078,3.3904,CD4/Tcm
-3.731,-6.9376,NK cells
6.0604,7.3246,CD4/Tcm
-6.0366,6.9236,Non-Plasmablasts
2.9765,-11.622,CD8/Tnaive/Tn
3.2307,-9.1067,CD8/Temra
8.4161,0.56704,CD4/Tem
-2.8718,-8.1899,NK cells
-10.245,-4.1289,Neutrophils
-3.4004,-9.552,NK cells
-3.7471,-7.7336,NK cells
-7.498,3.8393,Non-Plasmablasts
9.2113,4.4294,CD4/Tcm
-2.7573,-1.9029,NK cells
-7.3634,2.8366,Non-Plasmablasts
-10.628,-5.894,Neutrophils
-0.81771,-1.1099,Non-Plasmablasts
-3.1717,-6.4876,Immature granulocytes
-6.9658,1.994,Non-Plasmablasts
-9.9751,-2.5101,Neutrophils
-5.8327,-2.6671,Monocytes
-5.2208,5.5505,Non-Plasmablasts
-10.871,-5.4496,Neutrophils
2.8585,-11.405,CD8/Tnaive/Tn
-8.3469,2.7767,Non-Plasmablasts
-10.93,-4.0419,Neutrophils
-7.4165,4.8249,Non-Plasmablasts
-2.5418,0.36978,Plasmablasts
3.6851,-6.3876,CD8/Tem
-4.6459,7.0845,Non-Plasmablasts
-3.5828,-9.0067,NK cells
8.2906,1.0842,CD4/Tem
-5.2148,7.1542,Non-Plasmablasts
-4.5093,3.146,Non-Plasmablasts
-6.7462,6.2851,Non-Plasmablasts
-4.5245,-2.9113,Monocytes
-4.3829,-7.6435,NK cells
2.1561,-6.7086,CD8/Temra
-2.9833,-8.1419,NK cells
-1.8241,0.53996,Plasmablasts
-5.5295,6.2218,Non-Plasmablasts
5.3318,8.665,CD4/Tnaive/Tn
-3.9035,-8.3112,NK cells
-7.7974,3.8855,Non-Plasmablasts
-5.7452,4.5829,Non-Plasmablasts
2.3499,-7.9166,CD8/Tem
-6.3764,5.4541,Non-Plasmablasts
-7.808,4.7432,Non-Plasmablasts
-7.7843,4.3584,Non-Plasmablasts
8.3635,1.5948,CD4/Tcm
-10.84,-3.9193,Neutrophils
-2.6536,-7.7403,NK cells
-6.5415,6.286,Non-Plasmablasts
3.8504,-8.2258,CD8/Tem
-10.658,-5.6419,Neutrophils
5.6817,6.7072,CD4/Tnaive/Tn
-2.9522,-6.7709,Immature granulocytes
3.707,-8.0785,CD8/Tem
-10.452,-6.4386,Neutrophils
-7.3287,3.2314,Non-Plasmablasts
8.417,6.7412,CD4/Tnaive/Tn
-2.267,-6.5,NK cells
-4.4675,6.6661,Non-Plasmablasts
-4.1673,-8.1911,NK cells
6.0424,8.2848,CD4/Tnaive/Tn
5.0722,0.66824,CD4/Tem
-8.3723,6.2656,Non-Plasmablasts
-10.396,-6.6574,Neutrophils
8.274,5.7804,CD4/Tcm
5.8771,7.2446,CD4/Tnaive/Tn
-7.7817,3.9093,Non-Plasmablasts
7.3112,0.51659,CD4/Tcm
-1.3915,1.7141,Plasmablasts
-4.4984,-2.6509,Monocytes
-5.1454,-8.2087,NK cells
0.33214,-6.3381,NK cells
4.8345,8.6451,CD4/Tnaive/Tn
-6.8648,5.6238,Non-Plasmablasts
1.7183,-8.3442,CD8/Temra
-3.7248,-9.193,NK cells
-3.6614,-8.9637,NK cells
1.654,-6.511,CD8/Temra
6.7461,1.4428,CD4/Tem
1.4478,-6.8892,CD8/Temra
-10.64,-5.4077,Neutrophils
-7.9391,2.3043,Non-Plasmablasts
-7.1418,3.1105,Non-Plasmablasts
-4.2736,6.4062,Non-Plasmablasts
-7.8176,2.9043,Non-Plasmablasts
-3.8125,-1.9073,Monocytes
1.7528,-6.8554,CD8/Temra
-4.2055,-7.9545,NK cells
-2.1267,1.7037,Non-Plasmablasts
3.5981,-11.369,CD8/Tnaive/Tn
6.0386,6.8428,CD4/Tnaive/Tn
-2.1427,0.023909,Plasmablasts
3.0523,-8.2572,CD8/Tem
4.6316,8.4319,CD4/Tnaive/Tn
-4.2759,-8.3299,NK cells
-3.5972,-8.1625,NK cells
-4.6766,6.4284,Non-Plasmablasts
-7.7407,2.4986,Non-Plasmablasts
-11.012,-4.637,Neutrophils
-2.9491,-8.3104,NK cells
-9.0862,-5.257,Neutrophils
-5.4302,8.8572,Non-Plasmablasts
-7.9522,3.8836,Non-Plasmablasts
-6.6731,3.9394,Non-Plasmablasts
7.9655,1.2936,CD4/Tcm
-10.934,-3.992,Neutrophils
-10.173,-5.3347,Neutrophils
4.1077,-6.7172,CD8/Tem
4.655,-9.4001,CD8/Tem
4.294,0.49583,CD4/Tem
-4.2292,-1.88,Monocytes
-4.047,-9.2477,NK cells
-4.2579,-8.5324,NK cells
-10.726,-3.2451,Neutrophils
-3.7974,-7.4783,NK cells
-10.722,-3.1285,Neutrophils
-7.4328,4.3215,Non-Plasmablasts
-4.3233,-8.6149,NK cells
-10.301,-5.1886,Neutrophils
-7.8897,5.8378,Non-Plasmablasts
-3.7835,-5.4331,Immature granulocytes
-1.9794,-6.2019,NK cells
5.5257,7.7504,CD4/Tnaive/Tn
-4.4544,3.2492,Non-Plasmablasts
-6.5901,6.0023,Non-Plasmablasts
-5.2827,6.7373,Non-Plasmablasts
-6.5008,8.0119,Non-Plasmablasts
-5.4997,-2.3902,Monocytes
-3.5759,-2.2598,Monocytes
-6.8464,5.0328,Non-Plasmablasts
4.8339,1.1315,CD4/Tem
-5.1665,-2.3244,Monocytes
-10.402,-5.0173,Neutrophils
-5.8268,4.7782,Non-Plasmablasts
-3.7554,-8.8816,NK cells
-3.8396,-7.1554,NK cells
5.2279,8.6018,CD4/Tnaive/Tn
2.8413,-7.0951,CD8/Tem
-3.9476,-8.1514,NK cells
5.699,7.6903,CD4/Tnaive/Tn
-7.2357,6.0772,Non-Plasmablasts
-8.8474,6.4913,Non-Plasmablasts
4.0621,-8.2015,CD8/Tem
-1.5422,1.9668,Plasmablasts
-6.5157,6.1845,Non-Plasmablasts
2.0784,-8.1658,CD8/Tem
-3.2029,-9.2505,NK cells
-6.7059,8.1067,Non-Plasmablasts
-9.6685,-6.4764,Neutrophils
-2.1077,-6.4423,NK cells
-7.1275,2.6251,Non-Plasmablasts
-5.0882,4.8069,Non-Plasmablasts
-1.8708,1.6122,Plasmablasts
-9.2248,-6.0881,Neutrophils
-2.3828,-9.0876,NK cells
4.2362,0.52788,CD4/Tem
4.4354,-11.393,CD8/Tnaive/Tn
7.7238,1.1278,CD4/Tcm
-3.9109,-8.761,NK cells
3.7287,-12.514,CD8/Tnaive/Tn
-10.578,-6.0896,Neutrophils
5.7797,8.2878,CD4/Tnaive/Tn
7.0051,0.6549,CD4/Tcm
-3.9863,-8.9197,NK cells
4.1922,0.23226,CD4/Tem
3.9114,-6.8821,CD8/Temra
2.9556,-11.613,CD8/Tnaive/Tn
-4.4246,-9.2095,NK cells
4.8178,2.6242,CD4/Tcm
-3.5065,-4.5248,NK cells
3.4071,-10.898,CD8/Tcm
-4.8398,5.6256,Non-Plasmablasts
3.9206,-8.3696,CD8/Tem
-3.6427,-8.5944,NK cells
-6.2174,3.5509,Non-Plasmablasts
-7.3099,6.3086,Non-Plasmablasts
7.3735,0.30044,CD4/Tem
-8.6053,2.9509,Non-Plasmablasts
-10.59,-2.9706,Neutrophils
-6.8467,3.9592,Non-Plasmablasts
-2.4224,-9.1975,NK cells
-5.4342,4.2134,Non-Plasmablasts
-4.7783,-2.3149,Monocytes
-1.9298,2.0306,Plasmablasts
-6.8525,4.8297,Non-Plasmablasts
-7.6194,5.4844,Non-Plasmablasts
2.271,-7.7458,CD8/Tem
-7.27,3.4907,Non-Plasmablasts
8.5975,5.8971,CD4/Tcm
5.2276,0.69987,CD4/Tem
-6.5617,8.0597,Non-Plasmablasts
-3.0798,-9.275,NK cells
-4.4495,-7.8151,NK cells
-7.3855,3.3172,Non-Plasmablasts
-7.7417,3.6503,Non-Plasmablasts
-3.9754,-8.1939,NK cells
-3.7179,-6.6988,NK cells
-11.123,-5.0557,Neutrophils
3.4822,-7.2579,CD8/Tem
-6.2198,5.8786,Non-Plasmablasts
4.1665,-6.8863,CD8/Tem
-5.3083,7.1474,Non-Plasmablasts
9.9703,4.4575,CD4/Tem
-5.033,-2.7378,Monocytes
-1.904,1.3702,Plasmablasts
1.5402,-7.0133,CD8/Tem
-8.8754,-6.029,Neutrophils
-3.7993,-9.0383,NK cells
2.2703,-8.0421,CD8/Temra
6.351,4.8075,CD4/Tcm
-4.0829,-7.6461,NK cells
-10.475,-4.8304,Neutrophils
3.5614,-9.1564,CD8/Temra
-7.3292,2.1835,Non-Plasmablasts
-2.9775,-7.8842,NK cells
-8.5036,6.3176,Non-Plasmablasts
-10.293,-6.4736,Neutrophils
-6.8381,6.2699,Non-Plasmablasts
-4.0434,-9.2431,NK cells
4.1836,1.412,CD4/Tcm
-4.3621,6.3098,Non-Plasmablasts
-4.2682,5.4677,Non-Plasmablasts
4.1753,-10.464,CD8/Tcm
4.329,7.7746,CD4/Tcm
-8.0307,6.0903,Non-Plasmablasts
-1.7839,1.5844,Plasmablasts
-6.6884,3.2388,Non-Plasmablasts
9.7289,3.2744,CD4/Tem
8.7701,1.3571,CD4/Tem
-5.1217,-2.1414,Monocytes
-4.055,-9.4194,NK cells
-6.6362,3.6961,Non-Plasmablasts
2.7366,-11.972,CD8/Tnaive/Tn
9.306,3.6938,CD4/Tcm
-3.5201,-7.7362,NK cells
-5.4464,6.8584,Non-Plasmablasts
4.9975,-9.0411,CD8/Tcm
-3.8644,-9.1871,NK cells
-6.0076,4.9926,Non-Plasmablasts
-2.7482,-9.0661,NK cells
-7.5169,2.9502,Non-Plasmablasts
2.3787,-7.8011,CD8/Tem
-4.0589,-7.7939,NK cells
-7.7531,2.6458,Non-Plasmablasts
-2.0425,0.40142,Plasmablasts
-9.8594,-6.1658,Neutrophils
4.2434,-6.6484,CD8/Tem
4.1673,1.2831,CD4/Tcm
3.0483,-8.7163,NK cells
-4.9804,-8.4364,NK cells
3.1074,-7.3999,CD8/Tem
-4.6001,-1.5666,Non-Plasmablasts
1.6385,-6.9126,CD8/Tem
-3.6111,-7.8106,NK cells
-5.7598,4.9365,Non-Plasmablasts
2.4658,-7.1749,CD8/Temra
-5.8914,5.9567,Non-Plasmablasts
-6.7924,3.8338,Non-Plasmablasts
-3.6288,-8.534,NK cells
-4.3094,-9.1242,NK cells
-4.5041,-2.9075,Monocytes
3.6533,-12.245,CD8/Tnaive/Tn
-10.761,-5.3497,Neutrophils
6.0257,-8.1348,CD8/Tem
5.4041,4.02,CD4/Tcm
5.7237,-5.4728,ILCs
6.3081,8.2369,CD4/Tnaive/Tn
6.0183,2.4372,CD4/Tcm
-2.7203,-6.6961,Immature granulocytes
5.7571,-6.5666,CD8/Tem
-6.8909,4.1805,Non-Plasmablasts
4.0449,1.3108,CD4/Tcm
-7.9387,3.4404,Non-Plasmablasts
6.02,7.3614,CD4/Tnaive/Tn
-7.8237,3.2434,Non-Plasmablasts
-3.9015,-8.3825,NK cells
-7.1436,2.6792,Non-Plasmablasts
4.3092,-7.301,CD8/Tem
-8.411,2.8942,Non-Plasmablasts
-1.7892,1.7011,Plasmablasts
-7.6795,1.9155,Non-Plasmablasts
5.4142,7.5161,CD4/Tnaive/Tn
-2.6074,0.58082,Plasmablasts
-4.767,7.8796,Non-Plasmablasts
5.812,6.8649,CD4/Tnaive/Tn
-5.5765,6.263,Non-Plasmablasts
-7.3221,4.9448,Non-Plasmablasts
-4.6986,3.027,Non-Plasmablasts
-9.4969,-5.4469,Neutrophils
-8.1216,2.9672,Non-Plasmablasts
5.8457,6.6296,CD4/Tnaive/Tn
-7.913,3.5353,Non-Plasmablasts
9.2785,1.2743,CD4/Tem
5.8384,2.4567,CD4/Tcm
-3.7246,-7.8734,NK cells
-7.0255,3.2682,Non-Plasmablasts
-6.1529,5.6611,Non-Plasmablasts
5.3654,-6.7846,CD8/Tem
-8.7522,6.539,Non-Plasmablasts
-4.2623,6.9916,Non-Plasmablasts
3.5946,-8.9987,CD8/Tem
-6.4297,7.7627,Non-Plasmablasts
-6.4456,6.0041,Non-Plasmablasts
10.041,4.1294,CD4/Tem
-3.1411,-5.6573,NK cells
-7.2396,-6.5278,Immature granulocytes
-5.8998,3.8196,Non-Plasmablasts
-4.6152,2.6075,Non-Plasmablasts
-3.2486,-7.9486,NK cells
-4.2915,-8.7327,NK cells
-7.2538,6.3561,Non-Plasmablasts
-10.426,-4.8846,Neutrophils
-4.5915,6.1334,Non-Plasmablasts
2.5562,-8.4189,CD8/Temra
-3.4358,-8.2849,NK cells
3.0442,-11.339,CD8/Tnaive/Tn
3.7352,0.28846,CD4/Tem
-7.8551,2.4668,Non-Plasmablasts
-1.6721,1.3247,Plasmablasts
-5.051,6.6094,Non-Plasmablasts
-7.9286,4.7602,Non-Plasmablasts
3.8756,1.1709,CD4/Tcm
-10.47,-3.22,Neutrophils
3.6547,-7.7298,CD8/Temra
-7.3336,5.9673,Non-Plasmablasts
2.7328,-7.4676,CD8/Temra
-7.0871,2.739,Non-Plasmablasts
4.7923,1.6704,CD4/Tcm
-3.8976,-2.0757,Monocytes
5.7405,0.32637,CD4/Tem
-4.2714,3.6619,Non-Plasmablasts
5.6894,7.0156,CD4/Tnaive/Tn
-5.0468,4.848,Non-Plasmablasts
8.6768,5.2513,CD4/Tcm
-2.5189,-8.3058,NK cells
-4.4486,2.9564,Non-Plasmablasts
5.2994,1.1003,CD4/Tem
3.572,-8.1961,CD8/Temra
-6.8252,4.4528,Non-Plasmablasts
-3.8608,-6.4234,NK cells
5.6615,7.2044,CD4/Tcm
2.2588,-7.8891,CD8/Tem
5.1551,6.2688,CD4/Tcm
9.0448,1.4093,CD4/Tem
-3.9192,6.4941,Non-Plasmablasts
-7.2066,5.2547,Non-Plasmablasts
-7.7107,2.8031,Non-Plasmablasts
8.931,4.1135,CD4/Tcm
-9.1642,-1.7452,Neutrophils
-1.0184,1.7569,Plasmablasts
-1.9491,1.1364,Non-Plasmablasts
-7.3759,4.2219,Non-Plasmablasts
3.6201,-7.5009,CD8/Tem
5.8907,-7.8131,CD8/Tem
5.8193,2.6085,CD4/Tcm
-4.6701,2.7917,Non-Plasmablasts
-4.3222,-1.7679,Non-Plasmablasts
-1.8511,-6.0664,NK cells
-4.5655,-8.9087,NK cells
-7.2958,7.8159,Non-Plasmablasts
-5.8665,3.7041,Non-Plasmablasts
3.3135,-7.2129,CD8/Tem
4.9743,2.4609,CD4/Tcm
-7.3204,4.0799,Non-Plasmablasts
-6.3329,6.0922,Non-Plasmablasts
-7.0304,3.9496,Non-Plasmablasts
-6.4972,0.40313,Non-Plasmablasts
-7.7636,5.2528,Non-Plasmablasts
-5.9096,6.3679,Non-Plasmablasts
-7.7105,6.8159,Non-Plasmablasts
-5.8071,6.9945,Non-Plasmablasts
-9.0513,-1.5591,Neutrophils
5.6817,7.0117,CD4/Tnaive/Tn
-6.768,4.9853,Non-Plasmablasts
3.9245,2.9357,CD4/Tcm
4.394,-7.8007,CD8/Tem
-2.4327,1.8429,Plasmablasts
-5.1958,5.0933,Non-Plasmablasts
2.7779,-11.63,CD8/Tnaive/Tn
-3.9416,-7.9469,NK cells
-6.2731,6.3206,Non-Plasmablasts
9.9748,3.3215,CD4/Tem
-1.6924,0.75205,Plasmablasts
-5.7749,5.951,Non-Plasmablasts
-6.1858,4.9264,Non-Plasmablasts
-10.854,-5.9443,Neutrophils
4.3054,-7.4604,CD8/Tcm
4.2872,1.0404,CD4/Tcm
4.3526,-6.8738,CD8/Tem
-7.7409,6.696,Non-Plasmablasts
-3.3201,-5.5354,NK cells
-2.8956,-8.6003,NK cells
3.6861,-11.496,CD8/Tnaive/Tn
-5.8574,7.2296,Non-Plasmablasts
-6.3471,7.0137,Non-Plasmablasts
-4.2478,3.221,Non-Plasmablasts
-3.5936,-8.6983,NK cells
2.1391,-7.5005,CD8/Tem
-1.073,1.2042,Plasmablasts
4.9066,-11.36,CD8/Tnaive/Tn
-7.1986,6.5838,Non-Plasmablasts
-7.1711,4.1422,Non-Plasmablasts
-5.1464,-3.0502,Monocytes
-11.072,-4.5568,Neutrophils
-4.0991,-1.0787,Non-Plasmablasts
-7.7306,3.0001,Non-Plasmablasts
-4.6025,5.502,Non-Plasmablasts
-7.6314,4.9725,Non-Plasmablasts
-7.492,2.353,Non-Plasmablasts
-8.1069,4.4443,Non-Plasmablasts
-1.5032,0.92986,Plasmablasts
5.4623,7.9623,CD4/Tnaive/Tn
5.6309,3.6731,CD4/Tcm
-1.7962,1.9572,Non-Plasmablasts
-2.9513,-8.772,NK cells
-7.8502,5.6087,Non-Plasmablasts
-7.4158,4.3902,Non-Plasmablasts
-10.66,-4.7148,Neutrophils
3.9287,-6.7791,CD8/Tem
-1.784,0.26556,Plasmablasts
-1.8143,-6.2414,NK cells
-7.2089,3.462,Non-Plasmablasts
5.1346,1.4545,CD4/Tem
-7.4053,5.2838,Non-Plasmablasts
-6.2842,7.7203,Non-Plasmablasts
-6.9619,5.6077,Non-Plasmablasts
7.3159,0.61485,CD4/Tcm
8.239,4.9719,CD4/Tem
-6.3266,6.0604,Non-Plasmablasts
2.907,-7.6278,CD8/Temra
5.5581,-6.4614,CD8/Tem
-10.711,-3.8544,Neutrophils
4.4446,2.9038,CD4/Tcm
-8.1139,6.1129,Non-Plasmablasts
5.6431,7.3546,CD4/Tnaive/Tn
-6.3582,3.1182,Non-Plasmablasts
-6.4244,5.832,Non-Plasmablasts
-6.9439,8.0216,Non-Plasmablasts
-6.7834,2.8355,Non-Plasmablasts
-4.8966,-2.1896,Monocytes
-5.7944,6.9226,Non-Plasmablasts
-1.579,2.1274,Plasmablasts
-7.3912,3.8841,Non-Plasmablasts
-4.9892,5.2822,Non-Plasmablasts
4.7265,-12.965,CD8/Tnaive/Tn
-8.1704,6.7483,Non-Plasmablasts
-6.5161,3.2893,Non-Plasmablasts
9.1111,3.709,CD4/Tcm
-4.0226,-8.9564,NK cells
-3.7748,-7.5899,NK cells
-7.2707,3.5052,Non-Plasmablasts
4.816,2.1952,CD4/Tcm
-8.8817,5.578,Non-Plasmablasts
-6.2591,5.2922,Non-Plasmablasts
3.2696,-8.8817,CD8/Temra
-7.0783,4.06,Non-Plasmablasts
-5.2705,4.9397,Non-Plasmablasts
-4.0591,-8.7687,NK cells
-4.3077,-7.6208,NK cells
-4.6066,6.628,Non-Plasmablasts
8.5344,1.3973,CD4/Tcm
10.205,3.9106,CD4/Tem
-10.528,-3.4284,Neutrophils
4.2624,-12.467,CD8/Tnaive/Tn
3.5931,-8.4424,CD8/Tnaive/Tn
-3.5797,-7.6951,NK cells
4.192,-7.8639,CD8/Tem
-8.1373,3.2302,Non-Plasmablasts
4.4752,0.14567,CD4/Tem
4.6966,0.012884,CD4/Tem
3.587,1.3173,CD4/Tcm
-7.8261,6.0443,Non-Plasmablasts
-7.9616,3.4948,Non-Plasmablasts
4.6468,-7.9138,CD8/Tem
4.2745,-7.2681,CD8/Tem
5.1003,1.004,CD4/Tem
-3.302,-1.9361,Monocytes
-2.0908,0.022122,Plasmablasts
-9.1678,-1.8352,Neutrophils
5.2664,3.6712,CD4/Tcm
-7.1097,5.2816,Non-Plasmablasts
-5.3689,4.0961,Non-Plasmablasts
-1.3168,1.4968,Plasmablasts
-4.2499,3.4936,Non-Plasmablasts
3.9962,-7.6325,CD8/Tem
-9.6891,-4.7109,Neutrophils
-6.5376,6.3829,Non-Plasmablasts
5.5242,0.26501,CD4/Tem
-4.9593,6.2987,Non-Plasmablasts
-10.753,-5.2036,Neutrophils
3.8759,2.7058,CD4/Tcm
-3.6961,-7.8503,NK cells
7.1508,0.2975,CD4/Tem
-10.875,-3.3078,Neutrophils
-4.9926,6.6213,Non-Plasmablasts
1.8273,-7.9543,CD8/Temra
-1.2206,1.696,Plasmablasts
5.1222,-7.2459,CD8/Tem
-4.601,3.0752,Non-Plasmablasts
2.3703,-6.7321,CD8/Tem
-5.7344,-2.1378,Monocytes
-6.159,6.6454,Non-Plasmablasts
-5.1232,3.5662,Non-Plasmablasts
2.7587,-7.8735,CD8/Tcm
4.477,-7.488,CD8/Tcm
