umap_1,umap_2,OmiqFilter
-5.1076,8.1078,Non-Plasmablasts
4.4476,3.1532,CD4/Tcm
1.7183,-6.6407,CD8/Tem
5.4082,0.26036,CD4/Tem
-8.4491,3.735,Non-Plasmablasts
-2.8119,-6.0265,NK cells
-6.1923,6.1131,Non-Plasmablasts
-8.1396,6.0976,Non-Plasmablasts
4.5841,3.3358,CD4/Tcm
-10.98,-5.7718,Neutrophils
-6.4791,6.2822,Non-Plasmablasts
5.0599,6.7929,CD4/Tnaive/Tn
-2.1718,0.77233,Plasmablasts
-5.5185,7.2875,Non-Plasmablasts
-5.5637,4.8676,Non-Plasmablasts
-4.902,3.7611,Non-Plasmablasts
8.9013,1.6942,CD4/Tem
7.2565,7.7691,CD4/Tcm
-5.832,4.9464,Non-Plasmablasts
-4.7739,-2.3326,Monocytes
4.7508,0.11272,CD4/Tem
3.8821,0.66261,CD4/Tcm
-3.2178,-2.6061,Monocytes
-7.185,4.8329,Non-Plasmablasts
3.2958,-7.5099,CD8/Tcm
-4.0295,-1.9035,Monocytes
-10.767,-3.5131,Neutrophils
-4.0125,-9.3803,NK cells
-6.1355,8.4718,Non-Plasmablasts
7.7418,0.09644,CD4/Tem
-8.1872,2.8409,Non-Plasmablasts
-5.2138,5.2348,Non-Plasmablasts
4.055,-6.6361,CD8/Tem
-4.6803,2.9939,Non-Plasmablasts
-1.0457,1.0238,Plasmablasts
-3.0585,-9.1751,NK cells
-6.3003,8.579,Non-Plasmablasts
-10.646,-3.5807,Neutrophils
4.4258,7.3881,CD4/Tnaive/Tn
4.6576,2.8691,CD4/Tcm
4.5373,-9.3331,CD8/Tcm
-5.4413,7.1177,Non-Plasmablasts
-2.8731,-8.6826,NK cells
-8.2663,6.6036,Non-Plasmablasts
-1.947,2.3505,Plasmablasts
5.1846,6.3925,CD4/Tnaive/Tn
4.4698,-7.879,CD8/Tem
-5.5001,5.0398,Non-Plasmablasts
3.3365,-12.001,CD8/Tnaive/Tn
-1.7602,-0.094285,Plasmablasts
-7.6743,6.5962,Non-Plasmablasts
5.0198,3.1197,CD4/Tcm
-5.239,5.8875,Non-Plasmablasts
-7.211,7.1062,Non-Plasmablasts
-7.9195,3.6533,Non-Plasmablasts
3.0413,-6.7602,CD8/Tem
4.5444,3.6558,CD4/Tcm
-11.277,-4.3424,Neutrophils
3.7799,-8.1905,CD8/Tem
4.3309,7.6051,CD4/Tnaive/Tn
-1.6182,1.2201,Plasmablasts
-5.9781,3.2847,Non-Plasmablasts
-2.1225,2.0487,Plasmablasts
7.2697,0.71175,CD4/Tem
4.8634,1.6372,CD4/Tem
5.5453,6.6762,CD4/Tnaive/Tn
6.3021,7.7352,CD4/Tnaive/Tn
-7.8889,4.9861,Non-Plasmablasts
-3.5115,-5.8069,NK cells
-7.1504,3.3947,Non-Plasmablasts
-7.1179,5.9772,Non-Plasmablasts
2.3525,-8.026,CD8/Temra
4.6525,0.11608,CD4/Tem
-8.0462,4.8266,Non-Plasmablasts
-6.4799,3.8567,Non-Plasmablasts
5.2135,0.1364,CD4/Tem
-3.7177,-7.4726,NK cells
-4.3551,-7.7535,NK cells
-5.773,5.4704,Non-Plasmablasts
-4.467,-2.8816,Monocytes
-9.1039,-5.0278,Neutrophils
-6.878,6.6541,Non-Plasmablasts
-4.5514,-2.4258,Monocytes
-7.808,6.753,Non-Plasmablasts
8.1335,0.43193,CD4/Tem
1.6155,-7.3402,CD8/Tnaive/Tn-like
-4.4861,5.7116,Non-Plasmablasts
-9.2976,-1.8569,Neutrophils
-10.523,-4.3215,Neutrophils
-6.0345,3.5821,Non-Plasmablasts
-2.4311,-7.0218,NK cells
-3.6887,-8.1129,NK cells
-2.9721,-2.5857,Monocytes
-1.3992,-3.6633,Immature granulocytes
5.4601,-9.9329,CD8/Tcm
-10.073,-6.179,Neutrophils
-4.1016,-9.2838,NK cells
-2.0745,-2.9068,NK cells
-7.4443,1.6616,Non-Plasmablasts
-6.2142,6.3549,Non-Plasmablasts
-11.034,-3.7687,Neutrophils
-5.8319,7.9207,Non-Plasmablasts
-1.1328,1.7748,Plasmablasts
8.0692,1.2383,CD4/Tcm
-2.2102,1.5944,Plasmablasts
-5.3986,-2.5942,Monocytes
-4.5733,-1.9074,Monocytes
-2.0717,1.1854,Plasmablasts
1.4374,-8.4369,CD8/Temra
-7.8572,3.7596,Non-Plasmablasts
4.5027,1.1336,CD4/Tem
1.6329,-8.6446,CD8/Temra
10.417,4.2333,CD4/Tem
-5.3372,6.9809,Non-Plasmablasts
1.7582,-7.8749,CD8/Temra
4.8018,0.74842,CD4/Tem
-4.0568,-8.6292,NK cells
4.287,-10.886,CD8/Tcm
-8.1025,2.9871,Non-Plasmablasts
-4.5188,-9.2378,NK cells
2.6739,-7.6636,CD8/Tem
-10.751,-5.1584,Neutrophils
5.3836,7.6842,CD4/Tnaive/Tn
-3.8624,-5.7944,NK cells
5.2285,7.5101,CD4/Tnaive/Tn
-4.5547,-8.6407,NK cells
7.4473,3.8993,CD4/Tcm
7.6085,1.4783,CD4/Tcm
-4.2831,-7.7727,NK cells
-7.9034,2.5268,Non-Plasmablasts
2.3668,-7.9996,CD8/Tcm
-5.0062,-2.0118,Monocytes
4.5739,1.3538,CD4/Tem
8.8198,1.3463,CD4/Tem
4.6781,2.2396,CD4/Tcm
-4.9702,-2.9866,Monocytes
-10.106,-5.7948,Neutrophils
4.9496,-9.7231,CD8/Tcm
4.112,-8.0394,CD8/Tem
-7.8505,2.393,Non-Plasmablasts
-10.423,-3.4825,Neutrophils
-3.119,-8.6817,NK cells
-4.9171,-1.8927,Monocytes
-6.2207,4.9201,Non-Plasmablasts
-2.3045,-6.2878,Immature granulocytes
-5.3762,-2.5783,Monocytes
-4.9778,6.4857,Non-Plasmablasts
-10.04,-5.5764,Neutrophils
-11.007,-4.9101,Neutrophils
3.8084,-11.617,CD8/Tnaive/Tn
-3.9293,-9.38,NK cells
2.6102,-7.5949,CD8/Tem
-10.375,-6.0154,Neutrophils
-5.5259,6.845,Non-Plasmablasts
-7.3055,4.5734,Non-Plasmablasts
6.9104,1.1296,CD4/Tcm
3.0431,-11.226,CD8/Tnaive/Tn
-1.919,1.2614,DCs
-2.96,-5.5408,NK cells
-11.012,-3.6994,Neutrophils
-2.2907,0.5373,Plasmablasts
-3.6071,-5.4286,NK cells
-7.9163,6.0047,Non-Plasmablasts
-6.019,4.1686,Non-Plasmablasts
-10.687,-5.2697,Neutrophils
-6.5198,7.8304,Non-Plasmablasts
-8.5059,2.9341,Non-Plasmablasts
-7.1832,2.2953,Non-Plasmablasts
-8.2981,3.6647,Non-Plasmablasts
-8.2662,6.2798,Non-Plasmablasts
-6.9867,4.0646,Non-Plasmablasts
-10.529,-5.3709,Neutrophils
-7.7912,2.1926,Non-Plasmablasts
-2.5101,1.8568,Plasmablasts
-6.4873,3.7277,Non-Plasmablasts
3.854,-8.5867,CD8/Tem
-7.498,3.5818,Non-Plasmablasts
-4.9798,6.954,Non-Plasmablasts
-6.2002,4.3007,Non-Plasmablasts
-5.1305,-2.3676,Monocytes
3.4206,-11.066,CD8/Tnaive/Tn
-9.1216,-4.7928,Neutrophils
-7.9014,6.4942,Non-Plasmablasts
-7.062,4.32,Non-Plasmablasts
-3.4746,-5.8097,NK cells
4.5999,-7.5757,CD8/Tem
3.8663,-8.2732,CD8/Tnaive/Tn
-6.1741,4.4414,Non-Plasmablasts
-8.4781,6.254,Non-Plasmablasts
-9.8182,-6.2075,Neutrophils
4.3048,2.1031,CD4/Tcm
4.2215,-6.6809,CD8/Tem
-4.5552,-8.1878,NK cells
3.6961,-7.3701,CD8/Tem
-6.9206,3.8679,Non-Plasmablasts
4.615,0.65987,CD4/Tem
-4.0715,-9.1811,NK cells
-8.0836,5.1608,Non-Plasmablasts
3.1798,-6.8691,CD8/Tem
-3.9662,-5.4727,NK cells
-4.017,-8.0454,NK cells
1.7901,-8.7594,CD8/Temra
-7.5663,2.8946,Non-Plasmablasts
2.4656,-10.704,CD8/Tnaive/Tn
3.494,-7.3558,CD8/Tem
2.2355,-7.9254,CD8/Temra
4.8427,2.1629,CD4/Tcm
4.1042,-7.908,CD8/Tem
-8.8382,-5.2706,Neutrophils
-4.6188,-2.0427,Monocytes
6.5023,0.21952,CD4/Tem
-5.698,8.5878,Non-Plasmablasts
4.1996,-11.872,CD8/Tnaive/Tn
-4.0436,6.929,Non-Plasmablasts
-6.5822,7.81,Non-Plasmablasts
-6.3714,3.3114,Non-Plasmablasts
1.8402,-8.4264,CD8/Temra
-5.4495,7.8301,Non-Plasmablasts
1.6647,-7.0873,CD8/Temra
-7.329,3.3613,Non-Plasmablasts
-2.6382,-8.697,NK cells
6.1236,8.7367,CD4/Tnaive/Tn
-7.3005,5.9245,Non-Plasmablasts
4.4432,-7.5587,CD8/Tem
3.8493,-7.592,CD8/Tem
2.5471,-11.974,CD8/Tnaive/Tn
-7.2634,5.8199,Non-Plasmablasts
-3.5291,-7.6066,NK cells
-6.1913,7.4684,Non-Plasmablasts
5.2174,7.3205,CD4/Tnaive/Tn
2.6069,-8.1993,CD8/Temra
-4.4884,7.7781,Non-Plasmablasts
-2.6265,-6.0461,NK cells
-4.0816,-8.4168,NK cells
2.6013,-12.222,CD8/Tnaive/Tn
-1.8351,1.9348,Plasmablasts
-7.1342,8.6004,Non-Plasmablasts
-8.5429,5.6757,Non-Plasmablasts
6.6198,1.0429,CD4/Tcm
-5.8734,6.0901,Non-Plasmablasts
-4.4,-7.8641,NK cells
-3.8901,-9.1953,NK cells
1.706,-8.5741,CD8/Temra
-6.7359,0.83353,Non-Plasmablasts
7.6787,0.93523,CD4/Tcm
5.1858,7.4299,CD4/Tnaive/Tn
-6.4575,4.0175,Non-Plasmablasts
-4.1883,6.1771,Non-Plasmablasts
4.3204,-11.65,CD8/Tnaive/Tn
-8.1458,2.9352,Non-Plasmablasts
4.6162,3.4516,CD4/Tcm
-2.676,0.44408,Plasmablasts
3.4614,1.9162,CD4/Tcm
5.2438,1.3189,CD4/Tem
-5.4136,4.0281,Non-Plasmablasts
-2.2313,1.2449,Non-Plasmablasts
-7.8606,3.4785,Non-Plasmablasts
-8.0937,-6.427,NK cells
-4.8732,7.2912,Non-Plasmablasts
-3.8445,-9.0602,NK cells
5.4626,7.6318,CD4/Tnaive/Tn
1.8922,-8.3516,CD8/Tem
-10.431,-6.4755,Neutrophils
7.4271,0.65832,CD4/Tem
-4.527,-7.8519,NK cells
4.3318,-12.981,CD8/Tnaive/Tn
6.1161,6.8943,CD4/Tnaive/Tn
-4.5011,3.061,Non-Plasmablasts
7.5013,1.1059,CD4/Tcm
5.1475,5.2035,CD4/Tcm
3.5259,-8.3483,CD8/Tem
-10.984,-3.2447,Neutrophils
-7.6428,3.5623,Non-Plasmablasts
-2.4429,-9.0656,NK cells
-5.951,5.488,Non-Plasmablasts
-6.0071,6.0537,Non-Plasmablasts
-5.1569,7.5237,Non-Plasmablasts
4.0765,-8.5189,CD8/Temra
2.3472,-7.034,CD8/Temra
-6.9616,3.598,Non-Plasmablasts
3.7338,-13.266,CD8/Tnaive/Tn
-2.2841,0.62379,DCs
-6.008,4.168,Non-Plasmablasts
-6.024,2.9401,Non-Plasmablasts
4.4556,0.572,CD4/Tcm
4.6894,0.84676,CD4/Tem
-2.966,-8.9667,NK cells
-7.5633,2.4088,Non-Plasmablasts
-3.52,-1.5492,Monocytes
-6.5138,5.4712,Non-Plasmablasts
-7.5086,4.6569,Non-Plasmablasts
6.6972,7.741,CD4/Tnaive/Tn
7.3766,0.43898,CD4/Tcm
-4.2959,6.4402,Non-Plasmablasts
-9.0761,-5.2703,Neutrophils
-3.9381,-9.0395,NK cells
4.0069,-11.028,CD8/Tnaive/Tn
-7.6824,2.8275,Non-Plasmablasts
-7.0276,3.4791,Non-Plasmablasts
-2.0193,0.44492,Plasmablasts
-3.2103,-4.5593,HSCs
-6.7552,7.2783,DCs
-1.789,0.25744,Plasmablasts
-7.5311,4.0864,Non-Plasmablasts
3.2614,-9.0617,CD8/Temra
4.7195,0.49492,CD4/Tem
1.5327,-7.9423,CD8/Temra
-4.8573,5.4731,Non-Plasmablasts
-5.27,7.1704,Non-Plasmablasts
8.5554,4.9008,CD4/Tcm
-6.9441,5.319,Non-Plasmablasts
-7.2956,2.5023,Non-Plasmablasts
-6.4096,8.6802,Non-Plasmablasts
-4.4962,2.9944,Non-Plasmablasts
5.2597,0.94833,CD4/Tem
-4.6259,6.1089,Non-Plasmablasts
3.2416,-8.9565,CD8/Temra
-3.3412,-9.0426,NK cells
-7.004,4.446,Non-Plasmablasts
-6.7927,8.4989,Non-Plasmablasts
-4.8696,5.5811,Non-Plasmablasts
4.1758,0.73678,CD4/Tcm
-4.3002,6.9423,Non-Plasmablasts
-5.568,7.8633,Non-Plasmablasts
-7.4125,4.8949,Non-Plasmablasts
1.4232,-8.7555,CD8/Temra
-3.3656,-7.8603,NK cells
5.4316,6.9391,CD4/Tcm
3.4678,-11.007,CD8/Tnaive/Tn
-8.0132,2.6325,Non-Plasmablasts
-2.7592,-8.5961,NK cells
3.5816,-7.8937,CD8/Tem
-3.5096,-5.5511,NK cells
-6.1973,6.845,Non-Plasmablasts
-6.5737,2.6112,Non-Plasmablasts
4.8194,8.7545,CD4/Tnaive/Tn
-7.5886,6.36,Non-Plasmablasts
-4.0248,-9.2204,NK cells
-5.6992,-2.2656,Monocytes
-5.4235,5.4328,Non-Plasmablasts
-5.3091,5.6172,Non-Plasmablasts
5.629,-6.3509,CD8/Tem
-10.078,-4.2009,Neutrophils
-2.0189,0.27345,Plasmablasts
-3.8962,-8.2247,NK cells
4.3203,-8.0537,CD8/Tem
-4.9773,7.3406,Non-Plasmablasts
-8.1959,7.0971,Non-Plasmablasts
-6.9113,1.9427,Non-Plasmablasts
4.6316,-7.66,CD8/Tem
3.437,-7.2779,CD8/Tem
-11.093,-4.7497,Neutrophils
5.4609,0.099334,CD4/Tem
-4.4126,6.3676,Non-Plasmablasts
-7.2059,2.9785,Non-Plasmablasts
-5.0516,7.3007,Non-Plasmablasts
-4.4601,-1.1315,Non-Plasmablasts
7.8671,1.0135,CD4/Tem
-2.5223,0.46751,Plasmablasts
2.8852,-12.447,CD8/Tnaive/Tn
-8.0272,5.176,Non-Plasmablasts
-7.3149,4.2474,Non-Plasmablasts
1.1475,-7.1006,CD8/Tem
-6.6278,7.0753,Non-Plasmablasts
-6.9487,4.3694,Non-Plasmablasts
-1.6696,1.4471,Plasmablasts
4.7472,1.8868,CD4/Tem
-6.4918,4.3841,Non-Plasmablasts
7.5102,0.81925,CD4/Tcm
-4.0737,-8.3668,NK cells
-7.2404,2.552,Non-Plasmablasts
-6.6394,6.5208,Non-Plasmablasts
4.1882,-6.6447,CD8/Tem
6.9259,1.1147,CD4/Tcm
1.5248,-6.6056,CD8/Temra
-4.9827,6.5439,Non-Plasmablasts
-7.2484,1.3948,Non-Plasmablasts
-3.6108,-0.86924,Non-Plasmablasts
-6.338,5.6652,Non-Plasmablasts
-8.1797,7.5831,Non-Plasmablasts
-6.998,7.523,Non-Plasmablasts
-4.1089,6.4536,Non-Plasmablasts
4.4184,0.34575,CD4/Tem
-10.714,-5.456,Neutrophils
-6.5851,4.5808,Non-Plasmablasts
4.9056,1.7377,CD4/Tcm
4.2314,1.6816,CD4/Tcm
-3.9548,-7.4297,NK cells
3.7844,-11.44,CD8/Tnaive/Tn
-3.5476,-7.9023,NK cells
4.887,2.7136,CD4/Tcm
4.9527,-0.013953,CD4/Tem
-4.8691,6.074,Non-Plasmablasts
-7.6285,3.5445,Non-Plasmablasts
4.7444,0.58057,CD4/Tem
-1.3803,1.4771,Plasmablasts
5.1518,0.69584,CD4/Tem
-8.8767,-1.5673,Non-Plasmablasts
-7.0035,4.0426,Non-Plasmablasts
-7.0279,4.3765,Non-Plasmablasts
-3.8588,-8.9281,NK cells
4.139,-12.316,CD8/Tnaive/Tn
6.9119,7.4932,CD4/Tcm
-4.3506,3.0595,Non-Plasmablasts
-4.659,-7.9198,NK cells
3.6309,-7.2806,CD8/Tem
-7.221,4.7659,Non-Plasmablasts
8.4862,5.9827,CD4/Tcm
-5.4872,5.7772,Non-Plasmablasts
-6.2982,3.5038,Non-Plasmablasts
-7.4954,7.0286,Non-Plasmablasts
-3.9463,-1.6474,Monocytes
-2.5531,0.28451,Plasmablasts
3.9281,-6.92,CD8/Tem
5.667,-7.5761,CD8/Tem
7.5369,0.12573,CD4/Tem
10.576,3.1298,CD4/Tem
-8.0977,4.3383,Non-Plasmablasts
-10.84,-5.4617,Neutrophils
-4.0113,-7.872,NK cells
-2.4559,-9.1687,NK cells
9.7262,2.833,CD4/Tem
4.9663,0.85456,CD4/Tem
-2.7766,-1.7073,Neutrophils
-9.3693,-4.3277,Neutrophils
-6.5491,8.941,Non-Plasmablasts
-7.579,2.1147,Non-Plasmablasts
-3.3035,-5.7412,NK cells
-7.7442,4.9589,Non-Plasmablasts
1.9838,-8.4656,CD8/Temra
-5.3542,4.5808,Non-Plasmablasts
-7.8464,3.828,Non-Plasmablasts
-6.681,5.5459,Non-Plasmablasts
4.0574,3.1271,CD4/Tcm
-10.066,-6.2692,Neutrophils
-6.9912,6.3447,Non-Plasmablasts
-3.9895,-7.6963,NK cells
-3.3648,-9.0929,NK cells
-3.7822,-8.7602,NK cells
-7.5965,1.6877,Non-Plasmablasts
3.0397,-7.4658,CD8/Tem
-7.5924,4.0642,Non-Plasmablasts
3.4003,-10.859,CD8/Tnaive/Tn
-2.8391,-5.4584,NK cells
4.0846,-7.3208,CD8/Tem
3.5059,-7.2607,CD8/Tem
-5.0694,6.9314,Non-Plasmablasts
-5.253,-2.4931,Monocytes
-3.5754,-7.3349,NK cells
-7.4842,3.0847,Non-Plasmablasts
4.581,1.133,CD4/Tem
4.6639,3.0309,CD4/Tcm
-3.1787,-9.2285,NK cells
-7.8855,3.1595,Non-Plasmablasts
-5.0406,7.2322,Non-Plasmablasts
-4.2246,5.5622,Non-Plasmablasts
4.997,-11.979,CD8/Tnaive/Tn
-7.8924,5.6018,Non-Plasmablasts
5.1031,-12.322,CD8/Tnaive/Tn
3.9534,-8.4914,CD8/Tem
-6.6529,3.8156,Non-Plasmablasts
6.1163,8.4286,CD4/Tnaive/Tn
-6.3773,5.9057,Non-Plasmablasts
3.4595,-10.842,CD8/Tnaive/Tn
4.5691,-8.0407,CD8/Tem
-3.0744,-8.9438,NK cells
4.5954,3.1459,CD4/Tcm
-2.1437,1.8338,NK cells
-7.4865,7.9709,Non-Plasmablasts
-3.2652,-5.9838,NK cells
-1.0335,1.5906,Plasmablasts
5.4524,0.015041,CD4/Tem
5.5768,9.1059,CD4/Tnaive/Tn
-4.9596,7.6725,Non-Plasmablasts
6.7405,0.99916,CD4/Tcm
3.1201,-8.4677,ILCs
5.8298,-7.4842,CD8/Tem
6.8094,0.68044,CD4/Tcm
7.5044,0.65621,CD4/Tcm
-7.937,6.7897,Non-Plasmablasts
-1.9214,2.103,Plasmablasts
-8.9753,-5.7238,Neutrophils
5.6643,8.2866,CD4/Tnaive/Tn
-7.1846,6.7997,Non-Plasmablasts
4.1005,-7.3627,CD8/Tem
-4.6686,-8.5592,NK cells
-10.531,-5.8956,Neutrophils
2.5971,-7.8203,CD8/Tem
-6.8123,2.6556,Non-Plasmablasts
-4.6638,-7.6414,NK cells
-6.4636,6.4646,Non-Plasmablasts
4.3178,-9.9989,CD8/Tcm
-10.823,-5.6589,Neutrophils
-1.8406,1.2774,Plasmablasts
8.1553,5.9538,CD4/Tcm
1.3703,-8.3969,CD8/Temra
-2.9572,-9.3809,NK cells
-4.4539,5.5141,Non-Plasmablasts
-5.0437,5.5943,Non-Plasmablasts
-5.1766,-8.5571,NK cells
3.9742,-7.437,CD8/Tem
1.6208,-8.1247,CD8/Temra
3.3589,-6.762,CD8/Tem
-5.7555,7.2973,Non-Plasmablasts
-7.2184,4.0562,Non-Plasmablasts
-6.8219,6.1394,Non-Plasmablasts
-7.0222,6.0663,Non-Plasmablasts
-6.8793,3.6336,Non-Plasmablasts
-10.093,-5.7723,Neutrophils
5.9075,7.754,CD4/Tnaive/Tn
2.7991,-7.4121,CD8/Tem
-1.1486,1.6231,Plasmablasts
3.2916,-11.471,CD8/Tnaive/Tn
-3.2292,-5.6009,Immature granulocytes
4.7161,1.3152,CD4/Tcm
-7.1357,4.3518,Non-Plasmablasts
-7.0562,6.0836,Non-Plasmablasts
-2.6929,-9.3965,NK cells
3.9308,1.0569,CD4/Tcm
-1.8547,1.9795,Plasmablasts
-6.6173,6.3202,Non-Plasmablasts
-5.6746,7.2467,Non-Plasmablasts
-2.7123,-8.8319,NK cells
-2.9494,-9.1893,NK cells
1.5457,-6.7109,CD8/Tem
-6.9223,3.2636,Non-Plasmablasts
-2.934,-8.8518,NK cells
4.9991,-8.5218,CD8/Tem
-10.868,-3.2452,Neutrophils
3.7787,2.8706,CD4/Tcm
-7.6331,4.3598,Non-Plasmablasts
-9.7489,-4.3721,Neutrophils
4.7694,2.7242,CD4/Tcm
-7.2912,3.6596,Non-Plasmablasts
1.7575,-6.7007,CD8/Tem
5.8793,2.6694,CD4/Tcm
-10.145,-6.591,Neutrophils
7.8247,0.85046,CD4/Tcm
-6.4869,3.6915,Non-Plasmablasts
1.2087,-6.8767,CD8/Tem
7.0664,1.1207,CD4/Tcm
-7.0477,4.0498,Non-Plasmablasts
-5.0235,-2.743,Monocytes
-5.0768,7.7542,Non-Plasmablasts
-2.8009,-8.1038,NK cells
-3.7668,-7.9802,NK cells
-2.9943,-5.4324,NK cells
4.2229,3.5465,CD4/Tcm
4.5934,2.2475,CD4/Tcm
8.5915,1.1843,CD4/Tcm
3.9218,-12.601,CD8/Tnaive/Tn
-4.0835,-9.2559,NK cells
2.9515,-12.666,CD8/Tnaive/Tn
-5.9542,3.324,Non-Plasmablasts
4.5293,0.36282,CD4/Tem
-3.8657,-5.5562,NK cells
-9.3498,-3.9934,Neutrophils
8.14,1.9392,CD4/Tcm
-10.86,-5.8631,Neutrophils
2.9431,-12.719,CD8/Tnaive/Tn
-7.9079,3.7921,Non-Plasmablasts
-7.0375,1.3652,Non-Plasmablasts
3.0403,-12.889,CD8/Tnaive/Tn
-5.5694,7.6545,DCs
-4.6708,-8.1536,NK cells
2.5505,-7.7426,CD8/Tem
-4.5224,-8.4592,NK cells
-8.061,3.5403,Non-Plasmablasts
1.5891,-6.4426,CD8/Tem
-5.4069,4.8018,Non-Plasmablasts
-4.7945,6.0229,Non-Plasmablasts
-11.225,-3.472,Neutrophils
7.1765,0.58776,CD4/Tcm
-7.701,4.5124,Non-Plasmablasts
4.2611,2.9643,CD4/Tcm
6.7995,0.98717,CD4/Tcm
-7.2667,6.1236,Non-Plasmablasts
9.1159,1.8876,CD4/Tcm
-3.8152,-8.6224,NK cells
-6.0068,5.7318,Non-Plasmablasts
-5.1389,-2.3973,Monocytes
7.9978,0.57435,CD4/Tem
5.066,-0.15162,CD4/Tem
10.405,2.9914,CD4/Tem
-1.6454,1.5129,Plasmablasts
-3.947,-7.7797,NK cells
-4.3312,-2.3862,Monocytes
-7.7067,6.7163,Non-Plasmablasts
-8.6081,3.2585,Non-Plasmablasts
2.4125,-10.312,CD8/Temra
-2.3291,1.8436,Plasmablasts
-5.8032,6.0511,Non-Plasmablasts
4.3017,-11.668,CD8/Tnaive/Tn
-7.4002,1.8249,Non-Plasmablasts
-1.5205,1.9005,Plasmablasts
-4.4451,-8.0773,NK cells
1.377,-8.6125,CD8/Temra
3.4974,1.8663,CD4/Tcm
-7.5999,5.268,Non-Plasmablasts
5.7551,7.0102,CD4/Tnaive/Tn
4.1892,-8.4238,CD8/Tem
-2.7916,-9.4792,NK cells
-2.9037,-9.2949,NK cells
-5.3613,5.9203,Non-Plasmablasts
-4.9896,5.4269,Non-Plasmablasts
-7.5421,2.9998,Non-Plasmablasts
1.4524,-8.634,CD8/Temra
-8.8356,6.5852,Non-Plasmablasts
-10.777,-5.0196,Neutrophils
-4.6699,-2.9464,Monocytes
5.5373,-8.0705,CD8/Tem
6.1772,5.995,CD4/Tnaive/Tn
-4.3561,-9.2165,NK cells
-7.0835,5.4105,Non-Plasmablasts
-7.6741,5.8167,Non-Plasmablasts
5.0919,7.0063,CD4/Tnaive/Tn
-7.3741,5.4749,Non-Plasmablasts
6.2544,2.3566,CD4/Tcm
3.1176,-11.354,CD8/Tnaive/Tn
1.3867,-8.6265,CD8/Temra
-3.6087,-1.5168,Monocytes
2.2231,-7.5207,CD8/Temra
-5.0419,-1.6936,Monocytes
-7.7567,3.2061,Non-Plasmablasts
-5.9411,3.5239,Non-Plasmablasts
-1.9613,1.865,Plasmablasts
-4.6177,3.4774,Non-Plasmablasts
-3.3428,-8.2773,NK cells
-6.6467,3.0394,Non-Plasmablasts
-4.4181,-7.4713,NK cells
-7.8183,3.0922,Non-Plasmablasts
-1.3575,2.0898,Plasmablasts
-7.4785,3.5092,Non-Plasmablasts
-3.1781,-5.9342,Immature granulocytes
5.2031,-7.7685,CD8/Tem
-10.234,-5.4698,Neutrophils
-2.6689,-9.0553,NK cells
-10.813,-3.4234,Neutrophils
0.55138,-6.0304,NK cells
-6.2275,7.0072,Non-Plasmablasts
-2.4179,1.9039,Plasmablasts
7.1729,3.553,CD4/Tcm
4.1524,-11.088,CD8/Tnaive/Tn
6.3827,7.8581,CD4/Tnaive/Tn
8.1522,6.6904,CD4/Tcm
-9.6846,-4.0417,Neutrophils
-6.4266,4.1007,Non-Plasmablasts
-7.8059,3.8729,Non-Plasmablasts
4.5044,1.3134,CD4/Tem
6.7835,0.88559,CD4/Tcm
-7.9498,4.4644,Non-Plasmablasts
3.0782,-11.395,CD8/Tnaive/Tn
-6.4693,5.9409,Non-Plasmablasts
-6.234,7.052,Non-Plasmablasts
3.0292,-12.009,CD8/Tnaive/Tn
-3.681,-8.3999,NK cells
4.9238,-7.6034,CD8/Tem
-4.3713,-8.3895,NK cells
-4.0993,-7.6831,NK cells
-1.9297,-0.0014819,Plasmablasts
1.7972,-6.5764,CD8/Temra
-2.6589,-8.2204,NK cells
-4.3273,5.0267,Non-Plasmablasts
-6.0047,3.1108,Non-Plasmablasts
-7.9579,2.7809,Non-Plasmablasts
-4.1098,-8.3164,NK cells
-5.062,5.5214,Non-Plasmablasts
-7.4164,3.8999,Non-Plasmablasts
-5.3004,-8.5229,NK cells
-1.2538,1.1805,Plasmablasts
-4.4019,7.3686,Non-Plasmablasts
3.4685,-11.548,CD8/Tcm
-6.8268,6.3912,Non-Plasmablasts
-9.7281,-6.4615,Neutrophils
-3.6937,-6.5644,NK cells
-9.0807,-1.6521,Neutrophils
8.4964,6.7799,CD4/Tnaive/Tn-like
-6.981,8.4821,Non-Plasmablasts
1.5768,-8.3505,CD8/Temra
6.9029,0.58235,CD4/Tcm
-3.8058,-7.5535,NK cells
-7.0841,6.8247,Non-Plasmablasts
4.9303,1.5775,CD4/Tem
6.7009,0.81304,CD4/Tcm
-6.1392,5.453,Non-Plasmablasts
3.9719,-7.9307,CD8/Tem
-6.9233,2.2128,Non-Plasmablasts
1.6538,-8.6636,CD8/Temra
-8.0191,3.694,Non-Plasmablasts
-5.6455,4.8549,Non-Plasmablasts
-4.8831,-2.38,Monocytes
-3.3477,-6.3834,NK cells
-6.4475,7.3563,Non-Plasmablasts
-4.8933,7.8876,Non-Plasmablasts
-3.7444,-9.2044,NK cells
3.7733,-7.1083,CD8/Tem
3.8832,0.55976,CD4/Tem
-7.606,4.3432,Non-Plasmablasts
4.8487,-9.4346,CD8/Tcm
9.0414,1.5213,CD4/Tem
-1.6584,1.4672,DCs
-4.513,7.8629,Non-Plasmablasts
-4.3439,-2.0023,Monocytes
-4.7913,-8.9205,NK cells
